0	1	5.250000	290.050537
0	2	4.741750	324.133331
10	1	5.250000	291.439423
10	2	4.741750	324.966675
20	1	5.250000	292.828308
20	2	4.741750	325.799988
30	1	5.250000	294.217194
30	2	4.741750	326.633331
40	1	5.250000	295.606110
40	2	4.741750	327.451935
50	1	5.250000	296.994995
50	2	4.741750	328.209534
60	1	5.250000	298.383881
60	2	4.741750	328.902313
70	1	5.250000	299.772766
70	2	4.741750	329.529510
80	1	5.250000	301.161652
80	2	4.741750	330.091339
90	1	5.250000	302.550537
90	2	4.741750	330.588104
100	1	5.250000	303.939453
100	2	4.741750	331.019989
110	1	5.250000	305.328339
110	2	4.741750	331.386932
120	1	5.250000	306.717224
120	2	4.741750	331.688904
130	1	5.250000	308.106110
130	2	4.741750	331.925903
140	1	5.250000	309.495026
140	2	4.741750	332.097839
150	1	5.250000	310.883911
150	2	4.741750	332.204803
160	1	5.250000	312.272797
160	2	4.741750	332.246765
170	1	5.250239	313.667847
170	2	4.741750	332.250793
180	1	5.250687	315.029877
180	2	4.741750	332.254761
190	1	5.250377	316.323639
190	2	4.741750	332.259277
200	1	5.249907	317.557007
200	2	4.741750	332.263855
210	1	5.249840	318.731018
210	2	4.741750	332.268402
220	1	5.250012	319.845581
220	2	4.741750	332.272949
230	1	5.250118	320.900299
230	2	4.741750	332.277527
240	1	5.250102	321.895203
240	2	4.741750	332.282074
250	1	5.250052	322.830017
250	2	4.741750	332.286621
260	1	5.250021	323.704834
260	2	4.741750	332.291138
270	1	5.249929	324.514496
270	2	4.741750	332.295685
280	1	5.249733	325.263153
280	2	4.741750	332.300201
290	1	5.249934	325.957947
290	2	4.741750	332.304749
300	1	5.250212	326.593170
300	2	4.741750	332.309265
310	1	5.250266	327.168640
310	2	4.741750	332.313782
320	1	5.250143	327.683319
320	2	4.741750	332.318298
330	1	5.249863	328.128265
330	2	4.741750	332.322815
340	1	5.249886	328.521057
340	2	4.741750	332.327301
350	1	5.250204	328.858185
350	2	4.741750	332.331818
360	1	5.250342	329.135986
360	2	4.741750	332.336304
370	1	5.250216	329.354126
370	2	4.741750	332.340790
380	1	5.250077	329.512390
380	2	4.741750	332.345276
390	1	5.249994	329.612061
390	2	4.741750	332.349762
400	1	5.250032	329.654480
400	2	4.741750	332.354218
410	1	5.250133	329.657654
410	2	4.741750	332.358704
420	1	5.250172	329.655029
420	2	4.741750	332.363159
430	1	5.250146	329.653595
430	2	4.741750	332.367645
440	1	5.250111	329.653442
440	2	4.741750	332.372101
450	1	5.250101	329.653809
450	2	4.741750	332.376526
